id,word_1,w1_value,word_2,w2_value,word_3,w3_value
265,fuze,0.340639027678,van,0.328162219351,block,0.30934877133
266,nuclear,0.535348845549,plant,0.425973540986,power,0.387668137236
267,fortification,0.406803890883,blow,0.351869370138,guy,0.33169679781
268,supplying,0.510285333492,shirokolanovsky,0.510285333492,gas,0.363945412085
269,vokzalnaya,0.558338737185,metro,0.366166949596,station,0.290985858874
270,guys,0.381065002725,and,0.368417777555,were,0.356525858969
271,18,0.415484251854,rockets,0.359377541068,found,0.340210982704
272,roof,0.550252895826,restaurant,0.550252895826,blown,0.293893166454
273,170,0.480105491376,1168,0.480105491376,km,0.359484238625
274,poltova,0.444531942179,bridges,0.384502651048,kharkiv,0.353711130725
275,seized,0.424234780696,operation,0.361656076663,another,0.351852669025
276,akardzha,0.419071582926,kseniyevo,0.419071582926,movement,0.394029603867
277,levada,0.599953970993,train,0.400897330751,station,0.254946020268
278,åking,0.434662314528,cross,0.434662314528,leopolis,0.434662314528
279,searched,0.371756533467,ammo,0.321554784031,improvised,0.311565748027
280,school,0.641769905036,call,0.27668021293,against,0.27668021293
281,ploshchad,0.72305769317,kontraktovaya,0.361528846585,pochtovaya,0.361528846585
282,electromechanical,0.435988206886,plan,0.435988206886,culture,0.409935360566
283,locomotives,0.38826266368,shunting,0.38826266368,shipylove,0.38826266368
284,club,0.557854387511,plant,0.494384011297,against,0.240502506442
285,women,0.459988667809,transporting,0.377038676749,blocks,0.370995105278
286,food,0.676882442388,store,0.56728897949,detonation,0.346271612082
287,arkhangelkaya,0.626953375509,flat,0.562908018016,street,0.314242755901
288,trains,0.461878862939,volnovakha,0.434278898434,freight,0.434278898434
289,admiralskaya,0.322197413236,dec,0.322197413236,suspets,0.322197413236
290,owner,0.408531717762,officer,0.408531717762,security,0.366798853831
291,shopping,0.525473116023,center,0.471007595976,call,0.255626392811
292,cultural,0.489266886162,engineers,0.460030327023,power,0.354298293433
293,street,0.389373851567,danilevskoge,0.388424627124,prosvity,0.388424627124
294,railways,0.428996706342,arrested,0.417367896932,attacks,0.370668855577
295,darnitsa,0.595406268616,metro,0.354608201458,station,0.281800343201
296,due,0.548995714915,car,0.419414620195,to,0.355107137571
297,49,0.374178062625,kg,0.371415805176,severodonetsk,0.351818734075
298,arsenalyana,0.522311218121,nezalezhnosty,0.491100066805,stations,0.367211699561
299,khreschatik,0.636567823504,metro,0.340394273712,station,0.270504807168
300,preparing,0.469097523341,while,0.373564570975,attacks,0.361281511697
301,tolstogo,0.479360668981,lva,0.479360668981,ploshcha,0.45071606428
302,inert,0.317021584925,sidorov,0.317021584925,training,0.317021584925
303,teatralnaya,0.595406268616,metro,0.354608201458,station,0.281800343201
304,vokzalnaya,0.538436733446,train,0.441259158564,station,0.280613657796
305,barabashova,0.529096824678,akademika,0.50523881214,metro,0.300906852889
306,nyh,0.522686905663,peresado,0.522686905663,metro,0.297261416992
307,thermal,0.522376628705,power,0.402315102305,close,0.380350040933
308,cars,0.476292172427,one,0.33849171019,editor,0.253281114764
309,obolonsky,0.408749114385,centres,0.408749114385,arsenalnaya,0.366994042671
310,vesty,0.472149704117,editorial,0.472149704117,radio,0.472149704117
311,donbasskaya,0.451695493739,yelenovka,0.451695493739,yuzhno,0.451695493739
312,naftogaz,0.399956246823,companies,0.399956246823,jsc,0.399956246823
313,40,0.598694416714,suspects,0.375841231489,detention,0.359754412441
314,underground,0.448370701398,tolstoy,0.428152787934,lev,0.428152787934
315,passat,0.3902165084,vw,0.3902165084,parked,0.350354603582
316,car,0.417858152868,burn,0.371606510453,kurchatova,0.371606510453
317,rocket,0.372224995004,launchers,0.372224995004,sbu,0.331784421822
318,car,0.392018716554,its,0.327794661271,trunk,0.313013757713
319,searches,0.392382633371,instructions,0.392382633371,detentions,0.352299451734
320,kharkiv,0.386302288092,components,0.377874934459,attacks,0.351564296899
321,pole,0.505614518089,pravdy,0.281570628483,has,0.281570628483
322,zmiev,0.521089951356,zhikhor,0.521089951356,between,0.344260200421
323,targeting,0.427548560711,underground,0.402000032631,schools,0.38387306348
324,south,0.631654923417,station,0.285475965735,call,0.260040019238
325,shterivka,0.455944266068,shchotove,0.455944266068,55,0.455944266068
326,packages,0.352637432218,ammo,0.305017513211,carrying,0.287530944704
327,robbed,0.523992784029,atm,0.523992784029,privatbankê,0.523992784029
328,by,0.490458278545,caused,0.315085634205,vehicles,0.315085634205
329,pobeda,0.324831886939,disosed,0.324831886939,ukrainka,0.324831886939
330,borshchagovskaya,0.461967261752,russiaê,0.434362014901,offices,0.399583516924
331,components,0.506175905787,electronics,0.325165840125,timers,0.325165840125
332,road,0.421019401758,viaduct,0.344495780381,dnipropetrovsk,0.344495780381
333,samarovka,0.354301457742,fuse,0.354301457742,novomoskovsk,0.33312987263
334,osnova,0.499789552347,at,0.440763570892,under,0.406235585172
335,fuel,0.586610726079,tank,0.508527411392,detonated,0.321158496678
336,street,0.434363425156,staportofrankivska,0.433304524106,olhivska,0.433304524106
337,mezhevsky,0.36654215035,region,0.344639112235,pokrovsky,0.344639112235
338,april,0.339796658653,executors,0.339796658653,planners,0.339796658653
339,truck,0.539107138988,radar,0.311636789608,defense,0.311636789608
340,discovered,0.521208053832,sbu,0.341235259303,operation,0.341235259303
341,prosyana,0.419478267457,infrastructure,0.419478267457,demarino,0.419478267457
342,geranevaya,0.569378611396,residential,0.477191002713,house,0.385003394031
343,attack,0.298550113722,that,0.2562872344,this,0.2562872344
344,railroad,0.554598801041,blown,0.42286859347,up,0.406397056755
345,see,0.279914487543,electricians,0.279914487543,previous,0.279914487543
346,next,0.296186193123,like,0.278487335104,repairing,0.278487335104
347,road,0.415592446347,connecting,0.340055217235,21st,0.340055217235
348,switches,0.333002952126,phones,0.333002952126,using,0.313104077343
349,¾close,0.289214218879,look,0.289214218879,to,0.275347440019
350,bridge,0.521383432975,railway,0.488399429685,blown,0.463356855751
351,railway,0.501625687209,blown,0.475904939813,up,0.457367536445
352,house,0.437012776236,of,0.427106702449,search,0.379279312907
353,airport,0.556676395712,lviv,0.524762294034,call,0.249119305579
354,detonators,0.558599557433,and,0.416531236353,cache,0.334881625199
355,control,0.519073073659,point,0.458637860971,check,0.446604521862
356,3kg,0.322267153784,march,0.303009805766,business,0.303009805766
357,ready,0.428138280829,dam,0.402554513521,be,0.38440254174
358,taxi,0.596902401693,plastic,0.384644652163,search,0.372555618661
359,extinguisher,0.311021394717,mil,0.311021394717,using,0.292436046602
360,taxi,0.330380538841,bottle,0.330380538841,litre,0.330380538841
361,bomb,0.683110348676,car,0.458263573484,blown,0.376550547822
362,samopomich,0.393372730827,admiralteisky,0.369866408544,bussines,0.369866408544
363,rodakovo,0.323752813939,51,0.323752813939,krasny,0.323752813939
364,lisichansk,0.504445622368,kharkov,0.464055670081,blew,0.437451488633
365,containing,0.535058079765,suitcase,0.535058079765,civilian,0.452799606374
366,bridge,0.521383432975,railway,0.488399429685,blown,0.463356855751
367,mariupol,0.352321443493,kq,0.352321443493,expl,0.352321443493
368,brigade,0.529301835313,partisan,0.264650917657,chief,0.264650917657
369,poznanskaya,0.585275116186,minibus,0.525487330503,blew,0.477217367453
370,gvardeytsev,0.357060172422,shironintsev,0.357060172422,culture,0.335723737968
371,located,0.350091867163,kherson,0.350091867163,courier,0.350091867163
372,containing,0.356545731441,package,0.327997827679,eod,0.327997827679
373,magnetically,0.334839450115,yangolenko,0.334839450115,andrey,0.314830833832
374,sector,0.468694495893,right,0.468694495893,koblevskaya,0.468694495893
375,36,0.312529159337,pf,0.312529159337,16,0.293853713465
376,cutting,0.325152488431,policemen,0.325152488431,escaped,0.305722724787
377,4th,0.571607541041,floor,0.513215943289,building,0.352353660412
378,in,0.398800684501,cafeteria,0.358554256553,zhukovskoho,0.358554256553
379,marshal,0.289421661195,bearings,0.289421661195,sports,0.289421661195
380,office,0.365270637019,yevgeny,0.331275014826,euromaidan,0.331275014826
381,power,0.600895721329,provided,0.414902335026,substation,0.358874205893
382,press,0.311559137932,away,0.311559137932,aleksandr,0.311559137932
383,attack,0.337735179997,16th,0.289925246258,previous,0.272600516447
384,homemade,0.43235968238,ieds,0.387417105341,barrel,0.31970673427
385,bashirli,0.512472874428,ruslan,0.512472874428,street,0.256862622765
386,hostel,0.459144781449,at,0.404919015368,sited,0.265413672549
387,commander,0.548271065574,dmytro,0.30532554543,zaharia,0.30532554543
388,otakar,0.374891143872,minor,0.374891143872,company,0.374891143872
389,transporting,0.529266571136,when,0.480561237399,man,0.44731701255
390,rairoad,0.362312149663,tracks,0.340661878839,laying,0.325300767229
391,sell,0.480718691798,while,0.400896255386,trying,0.362036392309
392,hexogen,0.328822254949,31dec14,0.328822254949,30,0.328822254949
393,rail,0.384433839975,tracks,0.361461668721,detonator,0.322190482577
394,severe,0.346914298304,marshala,0.346914298304,priviatbank,0.326184139192
395,circuit,0.322551039398,board,0.322551039398,doroga,0.322551039398
396,ieds,0.484560979652,some,0.480565232936,weapons,0.432775801645
397,thrown,0.531489986287,grenade,0.467486309767,homemade,0.461734087682
398,car,0.382124525438,old,0.339828146183,tyre,0.339828146183
399,karachuny,0.459767031747,schools,0.412800311315,suspected,0.397680404483
400,archive,0.336412072755,official,0.336412072755,mayors,0.336412072755
401,balashovsky,0.572800653838,kharkiv,0.455773697511,near,0.32423964004
402,walking,0.485928093162,600,0.420308693957,under,0.341632487995
403,equipment,0.453984776717,derailed,0.41763512344,transporting,0.355337964532
404,bridge,0.46048317306,putilovsky,0.442913194575,volnovakha,0.416446539723
405,trial,0.358731686643,case,0.358731686643,svodoba,0.337295369434
406,police,0.426592073275,man,0.372024489529,called,0.29906089093
407,nearest,0.345893246846,arkhitektora,0.325224101532,cars,0.325224101532
408,some,0.554558736366,fuses,0.461441483024,point,0.324417139343
409,street,0.396444746576,nechypurenka,0.395478284544,troitskaya,0.371846143106
410,jar,0.368004196064,allocated,0.368004196064,present,0.346013792163
411,nikolayeva,0.585358674739,arkhitektora,0.585358674739,detonation,0.318482122524
412,diamantbank,0.52020759281,troitskaya,0.489122145415,close,0.356136966715
413,controlled,0.532543293756,over,0.374186745144,road,0.346100708141
414,pass,0.521537383813,at,0.423116235046,vehicle,0.41532491505
415,weaponry,0.470182177771,sbu,0.419098996834,several,0.356655303598
416,two,0.363065823755,substance,0.277801118722,new,0.277801118722
417,street,0.411500485366,gimnazicheskaya,0.410497320111,arnautskaya,0.385967703423
418,coordination,0.50242695981,euro,0.50242695981,maydan,0.50242695981
419,port,0.637770000094,river,0.431248399102,call,0.24686813163
420,peresyp,0.507921702415,station,0.431675171428,tank,0.395333236249
421,drunk,0.395086534829,he,0.363452746006,store,0.352162158069
422,azure,0.447248129649,flat,0.401560256403,door,0.386852046409
423,simferopol,0.558320492833,suspected,0.482925273213,airport,0.482925273213
424,throwing,0.371381889802,manuals,0.371381889802,flat,0.333444003465
425,antiterrorism,0.372271148104,bin,0.372271148104,garbage,0.334242421094
426,duties,0.338571852531,revenue,0.338571852531,yard,0.338571852531
427,troeshchina,0.576233532463,gas,0.410980948628,district,0.405121865008
428,sedegskaya,0.43645208173,he,0.377513889458,carrying,0.355871124028
429,money,0.333766897594,currency,0.333766897594,himself,0.333766897594
430,some,0.41284594357,too,0.343524016427,munition,0.322996446494
431,balta,0.48582677123,electrical,0.436197962361,odessa,0.386569153491
432,roadside,0.512555869688,vehicle,0.457923882261,affected,0.424152163616
433,azhur,0.489227480027,rymarskaya,0.459993275635,store,0.410017073133
434,malinovsky,0.562508208603,court,0.458653851935,district,0.395472255107
435,24,0.44103736274,three,0.411684286115,detainees,0.400524764305
436,sapernoye,0.518754153457,pole,0.465761703768,hostel,0.448701945396
437,zastava,0.456424531178,pass,0.429150494909,freight,0.429150494909
438,1260,0.448186357331,kalchik,0.448186357331,across,0.402402641029
439,point,0.552288886559,check,0.537798413741,detonated,0.386145301361
440,zhukovskogo,0.336750865192,public,0.316628030674,caused,0.30235065237
441,inside,0.466937116051,garage,0.394781488436,quantities,0.371190984643
442,car,0.355702284679,transported,0.297427916056,emplaced,0.28401630854
443,tamper,0.324114780603,fragmentation,0.324114780603,included,0.324114780603
444,apostolovo,0.50827893148,council,0.414436778372,thrown,0.395611280133
445,bag,0.547085698553,contained,0.351446164775,seen,0.351446164775
446,canadian,0.588709455996,embassy,0.553530621473,call,0.22787776699
447,severin,0.338010199271,dalias,0.338010199271,admiralsky,0.317812112173
448,insurgent,0.490723465717,army,0.490723465717,memorial,0.461399867427
449,damaged,0.414291104146,beam,0.344726516714,network,0.344726516714
450,heating,0.519437128426,zmievskaya,0.519437128426,power,0.376145807845
451,central,0.480956570504,railway,0.358399628015,station,0.312762577307
452,shop,0.706840516805,souvenir,0.375881369505,patriot,0.375881369505
453,proskura,0.448278921614,gate,0.448278921614,base,0.402485749565
454,prosecutorês,0.416266447367,pirogovskaya,0.416266447367,south,0.39139209157
455,supermarkets,0.443066691398,kyivgorstroy,0.443066691398,centre,0.352545240355
456,klovskaya,0.407697581833,embassy,0.383335265888,school,0.366049927641
457,yuzny,0.486497849091,atb,0.486497849091,supermarket,0.436800487402
458,state,0.431225172273,regional,0.417913410491,administration,0.406382237934
459,outer,0.399101015264,fence,0.399101015264,victory,0.375252394469
460,council,0.550914871581,city,0.489273340068,call,0.261534663984
461,railway,0.563417506255,osnova,0.500395776157,station,0.491674370122
462,council,0.550914871581,city,0.489273340068,call,0.261534663984
463,trinkler,0.391394960647,transformer,0.391394960647,beside,0.35141267304
464,service,0.472415744391,ukrainian,0.441960104261,central,0.378607807852
465,energy,0.43405928634,corporation,0.43405928634,uzd,0.43405928634
466,plaza,0.464517969637,mall,0.464517969637,ave,0.464517969637
467,metro,0.505297835729,darnitsa,0.424211140174,teatralnaya,0.424211140174
468,polish,0.501512866389,bussines,0.47154453828,ukrainian,0.382557714722
469,krasnoarmeyskaya,0.642959517848,railway,0.313088201171,station,0.273220910594
470,vorota,0.536998087208,zolotye,0.536998087208,metro,0.287150979253
471,entertainment,0.446333696434,ticketing,0.446333696434,darnitsa,0.40073923556
472,frankovsk,0.419883962675,ivano,0.419883962675,rovno,0.419883962675
473,imeny,0.473100004005,malysheva,0.473100004005,zavod,0.473100004005
474,elections,0.425501775098,mcdonalds,0.400075554434,commission,0.382035363776
475,his,0.360398641029,call,0.350645548825,reporting,0.338681965625
476,train,0.46608847824,central,0.455800207421,station,0.296403576441
477,station,0.42629386481,eskhar,0.334393265855,cargo,0.314411311692
478,pub,0.682350661171,stina,0.341175330585,package,0.295103245988
479,kreshchatik,0.461021141357,maidan,0.433472430735,nezalezhnosty,0.433472430735
480,fiscal,0.474532640091,department,0.426057564011,service,0.38692097274
481,buildings,0.461570508427,teatralnaya,0.461570508427,regional,0.366656193416
482,opening,0.371149583663,trunk,0.333235428164,driver,0.321029796316
483,regional,0.463193163446,administration,0.450412620489,building,0.400331547813
484,house,0.457945467592,suspect,0.425157231417,search,0.397446600516
485,terrorism,0.493127564835,11,0.463660307556,of,0.325885427986
486,supermarket,0.54963849867,administration,0.424567286277,building,0.37735993872
487,wagon,0.557850924311,train,0.372763507412,man,0.346976504859
488,detention,0.668148925218,seized,0.546567695284,in,0.412241880566
489,train,0.46608847824,central,0.455800207421,station,0.296403576441
490,poltava,0.587238514527,basis,0.552147577363,railroad,0.355804587542
491,people,0.461979227871,member,0.461979227871,party,0.400624947445
492,transport,0.58506898641,vehicle,0.465918138605,military,0.415797305213
493,platoon,0.447192378267,daisy,0.447192378267,chain,0.447192378267
494,2014,0.368504933165,malyshev,0.368504933165,false,0.368504933165
495,universitet,0.497846561659,vokzalnaya,0.45211561109,stations,0.389834685859
496,sentyanivka,0.433581809125,luhansk,0.417700724788,kiev,0.393754059357
497,peresip,0.580571685881,odessa,0.461957056388,damaged,0.348864495647
498,office,0.415773375023,lawyer,0.377077479041,brusnichka,0.377077479041
499,syretz,0.5168806771,universitet,0.464079609206,stations,0.363393749403
500,state,0.431225172273,regional,0.417913410491,administration,0.406382237934
501,state,0.431225172273,regional,0.417913410491,administration,0.406382237934
502,post,0.459919305342,universitet,0.459919305342,central,0.334734775594
503,15,0.519283546238,control,0.506750440384,road,0.389167521598
504,ukrinform,0.408225572857,news,0.408225572857,khreshchatyk,0.408225572857
505,airport,0.556676395712,lviv,0.524762294034,call,0.249119305579
506,enlistement,0.539085679717,police,0.384486378456,military,0.360224318021
507,election,0.425225766308,commission,0.406051503318,channel,0.391178789487
