ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
34,2015 NOV 10,CACHE/FOUND,0,0, Volnovakha,DONETSK,UKRAINE,Several 120 mm artillery rounds were found protected by an IED,,Composed of TNT & artillery fuzes,Several 120 mm artillery rounds were found protected by an IED Composed of TNT & artillery fuzes
35,2015 NOV 09,PROJECTED,1,0,Kievæ,æKIEV,UKRAINEæ,A man was killed after the detonation of an improvised hand grenade,,,A man was killed after the detonation of an improvised hand grenade 
36,2015 NOV 07,CACHE/FOUND,0,0,TBD,DONETSK,UKRAINE,Two caches with explosives were discovered,,,Two caches with explosives were discovered 
37,2015 NOV 06,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosives were found inside a garbage container,,,Explosives were found inside a garbage container 
38,2015 NOV 04,CACHE/FOUND,0,0,Shchastya,LUHANSK ,UKRAINE,2 Kg of TNT were seized after a search for weapons and ammo,,,2 Kg of TNT were seized after a search for weapons and ammo 
39,2015 NOV 03,CACHE/FOUND,0,0,Pobeda,LUHANSK,UKRAINE,Explosives were found hidden in the roof of a house,,,Explosives were found hidden in the roof of a house 
40,2015 NOV 01,UNKNOWN,0,2,Volnovakha,DONETSK,UKRAINE,An IED was used against a night club,,,An IED was used against a night club 
41,2015 OCT 31,UNKNOWN,0,0,Svatovo,LUHANSK,UKRAINE, Ammunition depot was blown up after an IED detonation,,It causes the detonation of about 3500 tons of ammunition, Ammunition depot was blown up after an IED detonation It causes the detonation of about 3500 tons of ammunition
42,2015 OCT 29,CACHE/FOUND,0,0,Mariupol ,DONETSK,UKRAINE,A DNR militant was detained with 100 gr of TNT,,,A DNR militant was detained with 100 gr of TNT 
43,2015 OCT 28,CACHE/FOUND,0,0,Marinka,DONETSK,UKRAINE,"Rockets, grenades and explosives were found",,,"Rockets, grenades and explosives were found "
44,2015 OCT 27,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A cache with explosives was discovered near a monastery,,"Pokrovsky monastery, University Street","A cache with explosives was discovered near a monastery Pokrovsky monastery, University Street"
45,2015 OCT 26,CACHE/FOUND,0,0,Artemivsk,DONETSK,UKRAINE,9 Kg of TNT and several detonators were seized,,,9 Kg of TNT and several detonators were seized 
46,2015 OCT 24,CACHE/FOUND,0,0,Slavne,DONETSK,UKRAINE,Detonators and TNT were found,,,Detonators and TNT were found 
47,2015 OCT 22,CACHE/FOUND,0,0,Novokramatorsk,DONETSK,UKRAINE,Grenades and 400 gr of TNT were found,,,Grenades and 400 gr of TNT were found 
48,2015 OCT 22,CACHE/FOUND,0,0,Zaceive,DONETSK,UKRAINE,More than 20 Kg of TNT were seized after a search,,,More than 20 Kg of TNT were seized after a search 
49,2015 OCT 22,UNKNOWN,0,1,Zolote,LUHANSK,UKRAINE,The detonation of an IED caused injuries to one soldier,,,The detonation of an IED caused injuries to one soldier 
50,2015 OCT 21,CACHE/FOUND,0,0,Verkhnio Toretske,DONETSK,UKRAINE,"Weapons, 1.1 Kg TNT and landmines were found",,,"Weapons, 1.1 Kg TNT and landmines were found "
51,2015 OCT 21,UNKNOWN,0,1,Mikolayiv,MIKOLAYIV,UKRAINE,Detonation of a device inside an apartment,,,Detonation of a device inside an apartment 
52,2015 OCT 20,HOAX/FALSE,0,0,Mariupol ,DONETSK,UKRAINE,Call reporting IED - First Responders action - no explosive,,Khmelnytsky Boulevard,Call reporting IED - First Responders action - no explosive Khmelnytsky Boulevard
53,2015 OCT 20,CACHE/FOUND,0,0,Shchastya,LUHANSK,UKRAINE,"Weapons, ammunition & explosives were discovered in a search",,,"Weapons, ammunition & explosives were discovered in a search "
54,2015 OCT 19,CACHE/FOUND,0,0,Kryvyi Rih,DNIPROPETROVSK,UKRAINE,Explosives were found during a search for weapons,,"20 Kg TNT, 7 m detonating cord & 7 electric detonators","Explosives were found during a search for weapons 20 Kg TNT, 7 m detonating cord & 7 electric detonators"
55,2015 OCT 19,CACHE/FOUND,0,0,Mezhova,DONETSK,UKRAINE,Black powder and explosives were seized during a vehicle search,,,Black powder and explosives were seized during a vehicle search 
56,2015 OCT 18,CACHE/FOUND,0,0,Sergueevka,DONETSK,UKRAINE,2 Kg of TNT were found along with weapons,,,2 Kg of TNT were found along with weapons 
57,2015 OCT 17,UNKNOWN,0,0,Kievæ,æKIEV,UKRAINEæ,An IED was detonated in a parking area,,,An IED was detonated in a parking area 
58,2015 OCT 17,UNKNOWN,0,0,Kherson,KHERSON,UKRAINE,A device was blown up against a caf_,,,A device was blown up against a caf_ 
59,2015 OCT 16,CACHE/FOUND,0,0,Artemivsk,DONETSK,UKRAINE,Detonators and munitions were found during a search,,,Detonators and munitions were found during a search 
60,2015 OCT 16,CACHE/FOUND,0,0,Kurakhovo,DONETSK,UKRAINE,"Weapons, explosives and detonators were discovered",,,"Weapons, explosives and detonators were discovered "
61,2015 OCT 15,CACHE/FOUND,0,0,Maryinsky,DONETSK,UKRAINE,Explosives found,,,Explosives found 
62,2015 OCT 13,CACHE/FOUND,0,0,Marinka,DONETSK,UKRAINE,"Weapons, gunpowder and explosives were found",,æNot clear if explosives were munition or explosives in fact,"Weapons, gunpowder and explosives were found æNot clear if explosives were munition or explosives in fact"
63,2015 OCT 13,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,A man was detained with explosives,,11 Kg of plastic explosive along with 5 electric detonators,A man was detained with explosives 11 Kg of plastic explosive along with 5 electric detonators
64,2015 OCT 12,UNKNOWN,1,0,Krivoy Rog,DNIPROPETROVSK,UKRAINE,A suspected IED emplacer was killed by his own IED,,In front of a school,A suspected IED emplacer was killed by his own IED In front of a school
65,2015 OCT 07,UNKNOWN,0,0,Lviv,LVIV,UKRAINE,Detonation of a device against Poland Consulate,,It was emplaced inside a garbage can,Detonation of a device against Poland Consulate It was emplaced inside a garbage can
66,2015 OCT 07,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,An IED was blown up against in the railroad,,"Station ""kupiansk-Uzlovy""","An IED was blown up against in the railroad Station ""kupiansk-Uzlovy"""
67,2015 OCT 07,CACHE/FOUND,0,0,Aslanove,DONETSK,UKRAINE,Some weapons were found along with explosives,,TNT and plastic explosive,Some weapons were found along with explosives TNT and plastic explosive
68,2015 OCT 07,UNKNOWN,0,0,Bilhorod Dnistrovsky,ODESSA,UKRAINE,A device was blown up against an enlistment office,,200 gr TNT equivalent,A device was blown up against an enlistment office 200 gr TNT equivalent
69,2015 OCT 07,CACHE/FOUND,0,0,Bila Tserkva,KIEV,UKRAINE,Arms dealers were detained: explosives found,,,Arms dealers were detained: explosives found 
70,2015 OCT 03,CACHE/FOUND,0,0,Popasna,LUHANSK,UKRAINE,Explosives and weapons were found,,,Explosives and weapons were found 
71,2015 OCT 05,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,City center,Call reporting IED - First Responders action - no explosive City center
72,2015 OCT 03,CACHE/FOUND,0,0,Dzerzhinsk,DONETSK,UKRAINE,A man was detained when trying to emplace an IED,,Against a check point in the road,A man was detained when trying to emplace an IED Against a check point in the road
73,2015 OCT 02,VOIED,1,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,One soldier was killed after the detonation of an IED,,,One soldier was killed after the detonation of an IED 
74,2015 OCT 01,CACHE/FOUND,0,0,Vinnytsia,VINNYTSIA,UKRAINE,One arms dealer was detained in possession of explosives,,"TNT blocks (4,6 Kg)","One arms dealer was detained in possession of explosives TNT blocks (4,6 Kg)"
75,2015 OCT 01,CACHE/FOUND,0,0,Kurakhovo,DONETSK,UKRAINE,Explosives and detonators were seized,,,Explosives and detonators were seized 
76,2015 SEP 30,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Explosives and detonators were seized,,,Explosives and detonators were seized 
77,2015 SEP 28,UNKNOWN,0,1,Kievæ,æKIEV,UKRAINEæ,A device was blown up in a railway station,,"In ""Southern Vzryvpaket"" station. Suspect was detained hours later.","A device was blown up in a railway station In ""Southern Vzryvpaket"" station. Suspect was detained hours later."
78,2015 SEP 28,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device detonated in central railway station,,Not confirmed,A device detonated in central railway station Not confirmed
79,2015 SEP 27,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,IED attack against the building of UKR Security Service (SBU/???),,"5-7  Kg TNT equivalent. It was claimed by ""???????? ????????""","IED attack against the building of UKR Security Service (SBU/???) 5-7  Kg TNT equivalent. It was claimed by ""???????? ????????"""
80,2015 SEP 26,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
81,2015 SEP 25,CACHE/FOUND,0,0,Severodonetsk,LUHANSK,UKRAINE,Several IEDs were found protecting a cache withy missiles,,,Several IEDs were found protecting a cache withy missiles 
82,2015 SEP 24,UNKNOWN,1,3,Torez,DONETSK,UKRAINE,An IED blown up during a military tank competition,,It was hidden inside a combat vehicle's battery compartment,An IED blown up during a military tank competition It was hidden inside a combat vehicle's battery compartment
83,2015 SEP 23,VOIED,0,0,Sopyne,DONETSK,UKRAINE,Several IEDs were found under Ukrainian soldiers corpses,,,Several IEDs were found under Ukrainian soldiers corpses 
84,2015 SEP 22,CACHE/FOUND,0,0,TBD,DNIPROPETROVSK,UKRAINE,3 suspects were detained when r-trying to blow a bridge up,,Explosives and detonators were seized,3 suspects were detained when r-trying to blow a bridge up Explosives and detonators were seized
85,2015 SEP 21,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Explosives found after detention of 4 suspects,,"One complete IED, other explosives and weapons","Explosives found after detention of 4 suspects One complete IED, other explosives and weapons"
86,2015 SEP 20,CACHE/FOUND,0,0,TBD,DONETSK,UKRAINE,Explosives were found during vehicle search in a check point,,"Detonating cord, detonators and military ordnance as main charge","Explosives were found during vehicle search in a check point Detonating cord, detonators and military ordnance as main charge"
87,2015 SEP 17,CACHE/FOUND,0,0,Debaltseve,LUHANSK,UKRAINE,"A cache with weapons, ammunition and TNT was discovered",,,"A cache with weapons, ammunition and TNT was discovered "
88,2015 SEP 15,CACHE/FOUND,0,0,Polovynkyne,LUHANSK,UKRAINE,A large cache of weapons and explosives was discovered,,,A large cache of weapons and explosives was discovered 
89,2015 SEP 14,VOIED,0,2,Berezove,DONETSK,UKRAINE,Two women wounded after triggering an IED,,,Two women wounded after triggering an IED 
90,2015 SEP 14,CACHE/FOUND,0,0,Mariupol,DONETSK,UKRAINE,4 KG of TNT and other ammunition were found in a warehouse,,"They were packed in white bags marked as ""Novorossiya Aid Foundation""","4 KG of TNT and other ammunition were found in a warehouse They were packed in white bags marked as ""Novorossiya Aid Foundation"""
91,2015 SEP 11,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated in a residential area,,,A device was detonated in a residential area 
92,2015 SEP 10,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,A man was discovered when trying to plant an IED near a check point,,"Reported as RC switch (mobile phone), 400 gr TNT block as main charge","A man was discovered when trying to plant an IED near a check point Reported as RC switch (mobile phone), 400 gr TNT block as main charge"
93,2015 SEP 09,CACHE/FOUND,0,0,Shchastya,LUHANSK,UKRAINE,Explosives and weapons were found,,,Explosives and weapons were found 
94,2015 SEP 09,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED was found in front of a National Guard Unit Headquarters,,400 gr TNT equivalent,An IED was found in front of a National Guard Unit Headquarters 400 gr TNT equivalent
95,2015 SEP 07,CACHE/FOUND,0,0,Vodyane,ZAPORIZHYE,UKRAINE,Explosives were found in a cache,,,Explosives were found in a cache 
96,2015 SEP 07,CACHE/FOUND,0,0,Dzerzhinsk,DONETSK,UKRAINE,A cache with weapons and explosives was discovered,,,A cache with weapons and explosives was discovered 
97,2015 SEP 07,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED was found and disposed by emergency services (SSU),,,An IED was found and disposed by emergency services (SSU) 
98,2015 SEP 07,CACHE/FOUND,0,0,TBD,LUHANSK,UKRAINEæ,A cache was discovered near Artemivsk-Lysychansk road,,,A cache was discovered near Artemivsk-Lysychansk road 
99,2015 SEP 04,PROJECTED,0,0,Rivne,RIVNE,UKRAINE,A homemade grenade was blown up in the street,,,A homemade grenade was blown up in the street 
100,2015 SEP 04,CACHE/FOUND,0,0,Plovynkyne,LUHANSK,UKRAINE,Another cache was discovered after investigation,,,Another cache was discovered after investigation 
101,2015 SEP 03,UNKNOWN,0,2,Dzerzhinsk,DONETSK,UKRAINE,A device detonated affecting two persons,,,A device detonated affecting two persons 
102,2015 SEP 03,CACHE/FOUND,0,0,Volodartsi,DONETSK,UKRAINE,A cache was discovered and TNT was found inside,,,A cache was discovered and TNT was found inside 
103,2015 SEP 03,PROJECTED,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,A homemade hand grenade was thrown against a business office,,,A homemade hand grenade was thrown against a business office 
104,2015 SEP 02,UNKNOWN,1,0,Ognevka,POLTAVA,UKRAINEæ,A device was blown up causing a fire with the result of a dead man,,,A device was blown up causing a fire with the result of a dead man 
105,2015 AUG 31,UNKNOWN,1,0,Kievæ,æKIEV,UKRAINEæ,A soldier of national Guard was killed after a device detonated,,Possible hand grenade (TBC),A soldier of national Guard was killed after a device detonated Possible hand grenade (TBC)
106,2015 AUG 31,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Call reporting IED - First Responders action - no explosive,,"Near ""Arsenalnaya"" metro station","Call reporting IED - First Responders action - no explosive Near ""Arsenalnaya"" metro station"
107,2015 AUG 30,CACHE/FOUND,0,0,Polovynkyne,LUHANSK,UKRAINE,A cache was found in an abandoned factory,,33 Kg of TNT,A cache was found in an abandoned factory 33 Kg of TNT
108,2015 AUG 30,CACHE/FOUND,0,0,Bakhmutivka,LUHANSK,UKRAINE,A cache with explosives and weapons was found ,,,A cache with explosives and weapons was found  
109,2015 AUG 29,CACHE/FOUND,0,0,TBD,DNIPROPETROVSK,UKRAINE,A suspect was detained when trying to sell explosives,,20 Kg of TNT,A suspect was detained when trying to sell explosives 20 Kg of TNT
110,2015 AUG 28,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,600 gr of TNT were found in a cache along with weapons & ammo,,,600 gr of TNT were found in a cache along with weapons & ammo 
111,2015 AUG 28,CACHE/FOUND,0,0,Vesele,DONETSK,UKRAINE,A cache wit weapons and  explosives was found,,"18x200 gr TNT, 4x400 gr TNT & 24 detonators","A cache wit weapons and  explosives was found 18x200 gr TNT, 4x400 gr TNT & 24 detonators"
112,2015 AUG 27,CACHE/FOUND,0,0,Volodarsky,DONETSK,UKRAINE,A suspect was detained. Weapons and TNT were seized,,,A suspect was detained. Weapons and TNT were seized 
113,2015 AUG 27,UNKNOWN,0,0,Kievæ,æKIEV,UKRAINEæ,"IED attack against an office of ""Sberbank""",,Victory Avenue,"IED attack against an office of ""Sberbank"" Victory Avenue"
114,2015 AUG 24,UNKNOWN,0,0,Rovenky,LUHANSK ,UKRAINE,"IED attack against gas pipeline ""Moscow-Stavropol""",,,"IED attack against gas pipeline ""Moscow-Stavropol"" "
115,2015 AUG 23,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED laboratory was discovered after detention of suspects,,A complete IED & some components were found,An IED laboratory was discovered after detention of suspects A complete IED & some components were found
116,2015 AUG 22,CACHE/FOUND,0,0,TBD,ZAPORIZHYE,UKRAINE,An IED laboratory was dismantled,,They were manufacturing TATP & improvised detonators,An IED laboratory was dismantled They were manufacturing TATP & improvised detonators
117,2015 AUG 22,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,IEDs & explosives were found after detention of 2 suspects,,,IEDs & explosives were found after detention of 2 suspects 
118,2015 AUG 22,CACHE/FOUND,0,0,Starobilsk,LUHANSK ,UKRAINE,Flash powder & munitions were found in a suspect's home,,,Flash powder & munitions were found in a suspect's home 
119,2015 AUG 22,CACHE/FOUND,0,0,Novgorod,DONETSK,UKRAINE,Explosives were seized during a search,,"4 Kg TNT, plastic explosive and munitions","Explosives were seized during a search 4 Kg TNT, plastic explosive and munitions"
120,2015 AUG 22,UNKNOWN,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Two devices were detonated against a volunteers office,,Youth Center,Two devices were detonated against a volunteers office Youth Center
121,2015 AUG 21,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,One suspect was detained in possesion of flash powder,,"In ""Mezhevaya"" train station","One suspect was detained in possesion of flash powder In ""Mezhevaya"" train station"
122,2015 AUG 20,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Call reporting IED - First Responders action - no explosive,,Metro station in Independence Square,Call reporting IED - First Responders action - no explosive Metro station in Independence Square
123,2015 AUG 18,CWIED,0,0,Kondrashevska,LUHANSK ,UKRAINE,A train transporting coal was derailed due to detonation of a device,,Second IED failed: TM-62M mine & 4x400 gr TNT as main charge,A train transporting coal was derailed due to detonation of a device Second IED failed: TM-62M mine & 4x400 gr TNT as main charge
124,2015 AUG 18,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,IED components and schemes found during a detention of suspects,,,IED components and schemes found during a detention of suspects 
125,2015 AUG 17,CACHE/FOUND,0,0,Lviv,LVIV,UKRAINE,Homemade grenade was found in the roof of a kindergarten,,Novoznerenska St,Homemade grenade was found in the roof of a kindergarten Novoznerenska St
126,2015 AUG 17,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,A guy was detained with fuzes and detonators inside a backpack,,Vokzalnaya metro station,A guy was detained with fuzes and detonators inside a backpack Vokzalnaya metro station
127,2015 AUG 17,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,An urdenbelly IED was found under a car,,"Krasnov St., 100 gr TNT.","An urdenbelly IED was found under a car Krasnov St., 100 gr TNT."
128,2015 AUG 14,CACHE/FOUND,0,0,TBD,KHARKIV,UKRAINE,Suspects were detained while laying an IED against the railway,,2.5 Kg TNT,Suspects were detained while laying an IED against the railway 2.5 Kg TNT
129,2015 AUG 15,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,Some explosives were found during the seize of an arsenal,,,Some explosives were found during the seize of an arsenal 
130,2015 AUG 13,UNKKNOWN,1,0,Stepove,DNIPROPETROVSK,UKRAINEæ,A car was affected by the detonation of an IED,,The driver died,A car was affected by the detonation of an IED The driver died
131,2015 AUG 13,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A homemade grenade was found in the roof of a kiosk,,,A homemade grenade was found in the roof of a kiosk 
132,2015 AUG 13,CACHE/FOUND,0,0,Dzerzhinsk,DONETSK,UKRAINE,A modified hand grenade was found inside a suspect's bag,,,A modified hand grenade was found inside a suspect's bag 
133,2015 AUG 13,CACHE/FOUND,0,0,Kobelyaki,POLTAVA,UKRAINEæ,Fuzes and detonators found along with weapons and equipment,,,Fuzes and detonators found along with weapons and equipment 
134,2015 AUG 12,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Cache with explosives was found near a railway station,,Novomoskov station,Cache with explosives was found near a railway station Novomoskov station
135,2015 AUG 06,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,"An IED was detonated against bar ""BIKINI""",,,"An IED was detonated against bar ""BIKINI"" "
136,2015 AUG 05,CACHE/FOUND,0,0,TBD,IVANO-FRANKIVSK,UKRAINE,Some guys were detained when trying to sell radioactive material,,Reported as Uranium 238 by SBU,Some guys were detained when trying to sell radioactive material Reported as Uranium 238 by SBU
137,2015 AUG 04,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,"After a shooting, some explosives were found during detentions",,"Detonators, detonating cord and weapons","After a shooting, some explosives were found during detentions Detonators, detonating cord and weapons"
138,2015 AUG 03,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Sumy Street,Call reporting IED - First Responders action - no explosive Sumy Street
139,2015 AUG 02,PROJECTED,0,0,Odessa,ODESSA,UKRAINE,"An IED was thrown against the NGO ""Self-Defences of Odessa""",,200 gr TNT-equivalent. Kanatnaya Street. From a motorcycle.,"An IED was thrown against the NGO ""Self-Defences of Odessa"" 200 gr TNT-equivalent. Kanatnaya Street. From a motorcycle."
140,2015 AUG 02,UNKNOWN,0,0,Popasna,LUHANSK ,UKRAINE,A portion of railway was blown up,,Sentyanivka-Shipilova Stretch (6th attack in the same site),A portion of railway was blown up Sentyanivka-Shipilova Stretch (6th attack in the same site)
141,2015 JUL 29,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Rymarska Street,Call reporting IED - First Responders action - no explosive Rymarska Street
142,2015 JUL 28,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Call reporting IED - First Responders action - no explosive,,General Prosecutor's Office of Ukraine,Call reporting IED - First Responders action - no explosive General Prosecutor's Office of Ukraine
143,2015 JUL 28,CACHE/FOUND,0,0,Kamenka-Dnieper,ZAPORIZHYE,UKRAINE,A suspect was detained in possesion of explosives and weapons,,500 gr TNT and black powder,A suspect was detained in possesion of explosives and weapons 500 gr TNT and black powder
144,2015 JUL 28,CACHE/FOUND,0,0,Severodonetsk,LUHANSK,UKRAINE,A cache was found by members of DONBASS Batallion,,Some explosives were found along with weapons,A cache was found by members of DONBASS Batallion Some explosives were found along with weapons
145,2015 JUL 27,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,An Ukrainian soldier was detained with some explosives,,Plastic explosive & fuzes. Forest metro station.,An Ukrainian soldier was detained with some explosives Plastic explosive & fuzes. Forest metro station.
146,2015 JUL 27,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Call reporting IED - First Responders action - no explosive,,Dorohozhychi Metro Station ,Call reporting IED - First Responders action - no explosive Dorohozhychi Metro Station 
147,2015 JUL 23,CACHE/FOUND,0,0,TBD,CHERNIHIV,UKRAINEæ,Explosives were seized after the detention of 2 criminal groups,,5 TNT blocks (200 gr each),Explosives were seized after the detention of 2 criminal groups 5 TNT blocks (200 gr each)
148,2015 JUL 23,HOAX/FALSE,0,0,Zhytomir,ZHYTOMYR,UKRAINEæ,Call reporting IED - First Responders action - no explosive,,Regional philharmonic hall . HOAX caller was detained,Call reporting IED - First Responders action - no explosive Regional philharmonic hall . HOAX caller was detained
149,2015 JUL 22,CACHE/FOUND,0,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,Explosives seized after a search done by border patrols,,"10 TNT blocks, along with rocket launchers and hand grenades","Explosives seized after a search done by border patrols 10 TNT blocks, along with rocket launchers and hand grenades"
150,2015 JUL 22,VOIED,0,0,Krasnoarmiysk,DONETSK,UKRAINE,An IED was found close to a gas station ,,Pressure plate,An IED was found close to a gas station  Pressure plate
151,2015 JUL 20,UNKNOWN,0,0,Berdyansk,ZAPORIZHYE,UKRAINE,The trunk of a car owned by a bussinesmen was blown up,,Reasons of explosion are not clear (It could be an accident instead an IED),The trunk of a car owned by a bussinesmen was blown up Reasons of explosion are not clear (It could be an accident instead an IED)
152,2015 JUL 20,UNKNOWN,0,1,Odessa,ODESSA,UKRAINE,"A device blew up at the door of Caf_ ""Liberty""",,Richelieu Street (04:00 AM),"A device blew up at the door of Caf_ ""Liberty"" Richelieu Street (04:00 AM)"
153,2015 JUL 19,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A car was blown up,,Akademika Pavlova Street,A car was blown up Akademika Pavlova Street
154,2015 JUL 19,CACHE/FOUND,0,0,Shchastya,LUHANSK,UKRAINE,A device was found under a house and disposed,,"2 TM-62M landmines as main charge, TNT block as booster and detonators","A device was found under a house and disposed 2 TM-62M landmines as main charge, TNT block as booster and detonators"
155,2015 JUL 19,CACHE/FOUND,0,0,Krasnoarmiysk,DONETSK,UKRAINE,A suspect was detained after a search in his house,,"8 TNT blocks, plastic explosive and 15 electric detonators, plus weapons","A suspect was detained after a search in his house 8 TNT blocks, plastic explosive and 15 electric detonators, plus weapons"
156,2015 JUL 16,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"2 sites: Hotel ""Khrarkov"" & Migration Service office (Rymarska Street)","Call reporting IED - First Responders action - no explosive 2 sites: Hotel ""Khrarkov"" & Migration Service office (Rymarska Street)"
157,2015 JUL 15,CACHE/FOUND,0,0,Donetsk,DONETSK,UKRAINE,Explosives were seized after the detention of a suspect of attacks,,"About 50 Kg of explosives and detonators, along with weapons","Explosives were seized after the detention of a suspect of attacks About 50 Kg of explosives and detonators, along with weapons"
158,2015 JUL 15,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,5 governmental facilities,Call reporting IED - First Responders action - no explosive 5 governmental facilities
159,2015 JUL 15,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A suspect was detained when trying to lay an IED near a train station,,"""Kharkiv-Pasazhyrskiy"" station. 2,5 Kg TNT","A suspect was detained when trying to lay an IED near a train station ""Kharkiv-Pasazhyrskiy"" station. 2,5 Kg TNT"
160,2015 JUL 14,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED manufacturer was detained,,Involved in some IED attacks in Odessa. Components of IEDs were seized,An IED manufacturer was detained Involved in some IED attacks in Odessa. Components of IEDs were seized
161,2015 JUL 14,UNKNOWN,0,1,Lviv,LVIV,UKRAINE,IED attack against a secondary door of an Office of District Police,,Yuri Lipa Street. Today's second IED attack against Police Stations in Lviv,IED attack against a secondary door of an Office of District Police Yuri Lipa Street. Today's second IED attack against Police Stations in Lviv
162,2015 JUL 14,UNKNOWN,0,1,Lviv,LVIV,UKRAINE,A device blew up in the entrance to an Office of District Police,,Plugova Street,A device blew up in the entrance to an Office of District Police Plugova Street
163,2015 JUL 14,UNKNOWN,0,1,Donetsk,DONETSK,UKRAINE,The car of the secretary of DNR Head was attacked with an IED,,Kuibyshev  district (Potential Underbelly under passenger seat),The car of the secretary of DNR Head was attacked with an IED Kuibyshev  district (Potential Underbelly under passenger seat)
164,2015 JUL 14,CACHE/FOUND,0,0,Pavlograd,DNIPROPETROVSK,UKRAINE,Explosives were seized from a car search in a Police check point,,"4 blocks of TNT, 1200 gr of plastic explosive, 3 detonators, and weapons","Explosives were seized from a car search in a Police check point 4 blocks of TNT, 1200 gr of plastic explosive, 3 detonators, and weapons"
165,2015 JUL 09,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,4 government sites all around the city,Call reporting IED - First Responders action - no explosive 4 government sites all around the city
166,2015 JUL 09,TIME DELAY,0,0,Mariupol,DONETSK,UKRAINE,IED was disposed in a bus stop near central market,,"200 gr TNT, mechanical time delay switch, batteries, and metal pieces","IED was disposed in a bus stop near central market 200 gr TNT, mechanical time delay switch, batteries, and metal pieces"
167,2015 JUL 08,CACHE/FOUND,0,0,Popasna,LUHANSK,UKRAINE,A guy was detained when trying to lie a device in a bakery plant,,He confessed a group threated him and his family in order to do it,A guy was detained when trying to lie a device in a bakery plant He confessed a group threated him and his family in order to do it
168,2015 JUL 07,UNKNOWN,1,0,Brovary,æKIEV,UKRAINEæ,There was a detonation in a kiosk close to a bus stop,,"Bus stop ""Shevchenko Park"". A gas cilinder blew up (TBC if IED or accident)","There was a detonation in a kiosk close to a bus stop Bus stop ""Shevchenko Park"". A gas cilinder blew up (TBC if IED or accident)"
169,2015 JUL 07,UNKNOWN,0,0,Vasilyevka,DONETSK,UKRAINE,A bridge over Kalmius river affected by the detonation of a device,,,A bridge over Kalmius river affected by the detonation of a device 
