ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
266,2015 MAY 03,HOAX/FALSE,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a nuclear plant power station,Call reporting IED - First Responders action - no explosive Against a nuclear plant power station
280,2015 APR 27,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a school,Call reporting IED - First Responders action - no explosive Against a school
291,2015 APR 22,HOAX/FALSE,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a shopping center,Call reporting IED - First Responders action - no explosive Against a shopping center
230,2015 MAY 29,HOAX/FALSE,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a trolleybus,Call reporting IED - First Responders action - no explosive Against a trolleybus
278,2015 APR 28,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against åKing Cross Leopolis"" shopping  center","Call reporting IED - First Responders action - no explosive Against åKing Cross Leopolis"" shopping  center"
292,2015 APR 22,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against Cultural Center of Power Engineers,Call reporting IED - First Responders action - no explosive Against Cultural Center of Power Engineers
195,2015 JUN 23,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against District Court,Call reporting IED - First Responders action - no explosive Against District Court
274,2015 APR 28,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against several bridges in Kharkiv and Poltova. Suspect was detained,Call reporting IED - First Responders action - no explosive Against several bridges in Kharkiv and Poltova. Suspect was detained
268,2015 MAY 02,HOAX/FALSE,0,0,Nikolayevshchina,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against Shirokolanovsky gas-supplying station,Call reporting IED - First Responders action - no explosive Against Shirokolanovsky gas-supplying station
324,2015 APR 06,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against station South,Call reporting IED - First Responders action - no explosive Against station South
261,2015 MAY 06,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against the Kiev District Court,Call reporting IED - First Responders action - no explosive Against the Kiev District Court
240,2015 MAY 20,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against the National Palace of Arts,Call reporting IED - First Responders action - no explosive Against the National Palace of Arts
466,2014 NOV 17,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Ave Plaza shopping mall,Call reporting IED - First Responders action - no explosive Ave Plaza shopping mall
446,2014 DEC 09,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Canadian embassy,Call reporting IED - First Responders action - no explosive Canadian embassy
474,2014 NOV 11,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Central Elections Commission, McDonalds & residential area","Call reporting IED - First Responders action - no explosive Central Elections Commission, McDonalds & residential area"
24,2015 NOV 16,HOAX/FALSE,0,0,Kiev_,_KIEV,UKRAINE_,Call reporting IED - First Responders action - no explosive,,Central Metro station,Call reporting IED - First Responders action - no explosive Central Metro station
4,2015 DEC 07,HOAX/FALSE,0,0,Ivano-Frankivsk,IVANO-FRANKIVSK,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central Metro/bus station,Call reporting IED - First Responders action - no explosive Central Metro/bus station
464,2014 NOV 20,HOAX/FALSE,0,0,Ternopol,TERNOPOL,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central Office Ukrainian Service,Call reporting IED - First Responders action - no explosive Central Office Ukrainian Service
80,2015 SEP 26,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
194,2015 JUN 24,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
451,2014 DEC 02,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
476,2014 NOV 09,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central train station,Call reporting IED - First Responders action - no explosive Central train station
489,2014 OCT 19,HOAX/FALSE,0,0,Chernivtsi,CHERNIVTSI,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central train station,Call reporting IED - First Responders action - no explosive Central train station
541,2014 AUG 08,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Channel –112 Ukraine” building,Call reporting IED - First Responders action - no explosive Channel –112 Ukraine” building
71,2015 OCT 05,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,City center,Call reporting IED - First Responders action - no explosive City center
460,2014 NOV 24,HOAX/FALSE,0,0,Lutsk,VOLYN,UKRAINE,Call reporting IED - First Responders action - no explosive,,City Council,Call reporting IED - First Responders action - no explosive City Council
462,2014 NOV 21,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,City Council,Call reporting IED - First Responders action - no explosive City Council
282,2015 APR 25,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Culture Centre of Kharkiv electromechanical plan,Call reporting IED - First Responders action - no explosive Culture Centre of Kharkiv electromechanical plan
